,name,club,league,attacking,defending,goalkeeping,average_age,international_reputation,mentality,movement,overall,potential,power,skill,skill_moves,value_eur,wage_eur,work_rate,year
246,A. Valencia,Manchester United,Premier League,71,47,9,28,3,65,79,80,80,72,69,4,0,0,Medium,2015
247,Naldo,VfL Wolfsburg,Bundesliga,59,80,12,31,3,65,61,80,80,71,63,2,0,0,High,2015
248,F. Fazio,Tottenham Hotspur,Premier League,58,80,9,27,2,55,48,80,80,64,51,2,0,0,Medium,2015
249,M. Baša,LOSC Lille,Ligue 1,59,83,9,31,2,61,55,80,80,70,54,2,0,0,Medium,2015
250,M. Musacchio,Villarreal CF,La Liga,66,85,9,23,1,73,79,79,85,77,58,2,0,0,Medium,2015
251,N. Nkoulou,Olympique de Marseille,Ligue 1,60,79,7,24,3,64,77,79,85,66,55,2,0,0,Medium,2015
252,J. Pastore,Paris Saint-Germain,Ligue 1,75,35,10,25,3,73,69,79,85,68,80,4,0,0,Medium,2015
253,R. Cabella,Newcastle United,Premier League,74,64,11,24,2,68,85,79,85,66,80,4,0,0,High,2015
254,L. Insigne,Napoli,Serie A,68,23,8,23,2,53,88,79,85,63,79,3,0,0,Medium,2015
255,Paco Alcácer,Valencia CF,La Liga,77,19,10,20,1,61,82,79,85,84,70,3,0,0,Medium,2015
256,T. Krul,Newcastle United,Premier League,27,25,78,26,2,30,53,79,84,43,24,1,0,0,Medium,2015
257,Y. Sommer,Borussia Mönchengladbach,Bundesliga,28,25,80,25,2,29,58,79,84,48,28,1,0,0,Medium,2015
258,R. Zieler,Hannover 96,Bundesliga,24,25,77,25,2,25,52,79,84,43,24,1,0,0,Medium,2015
259,G. Bonaventura,Milan,Serie A,71,59,10,24,2,70,78,79,84,75,74,3,0,0,High,2015
260,Guaita,Getafe CF,La Liga,27,25,78,27,2,24,57,79,84,45,25,1,0,0,Medium,2015
261,Illarramendi,Real Madrid,La Liga,64,75,10,24,2,70,72,79,84,68,76,3,0,0,Medium,2015
262,Ander Herrera,Manchester United,Premier League,61,51,10,24,2,73,79,79,84,65,78,4,0,0,High,2015
263,A. Lacazette,Olympique Lyonnais,Ligue 1,72,32,7,23,2,73,84,79,84,74,69,4,0,0,High,2015
264,P. Jones,Manchester United,Premier League,64,81,9,22,2,63,57,79,84,73,51,2,0,0,Medium,2015
265,K. Volland,TSG 1899 Hoffenheim,Bundesliga,74,36,8,21,2,70,80,79,84,81,75,3,0,0,High,2015
266,Mario Suárez,Atlético Madrid,La Liga,64,77,11,27,2,76,63,79,83,74,73,3,0,0,Medium,2015
267,K. Gameiro,Sevilla FC,La Liga,76,31,6,27,3,68,83,79,83,72,74,3,0,0,Medium,2015
268,A. Taarabt,Queens Park Rangers,Premier League,67,21,3,25,2,60,79,79,83,63,73,5,0,0,Medium,2015
269,S. Coleman,Everton,Premier League,73,84,10,25,2,71,77,79,83,77,61,3,0,0,High,2015
270,A. Lallana,Liverpool,Premier League,73,40,10,26,2,66,75,79,83,72,76,4,0,0,High,2015
271,V. Stocker,Hertha BSC,Bundesliga,75,55,6,25,2,73,80,79,83,72,77,3,0,0,Medium,2015
272,Fernando,Manchester City,Premier League,59,84,10,26,2,72,72,79,83,76,66,2,0,0,Medium,2015
273,J. Biabiany,Parma,Serie A,67,34,5,26,2,57,86,79,83,66,68,3,0,0,High,2015
274,L. Bonucci,Juventus,Serie A,55,78,1,27,2,63,64,79,83,68,63,2,0,0,Medium,2015
275,K. Asamoah,Juventus,Serie A,70,72,2,25,2,70,82,79,83,81,71,4,0,0,High,2015
276,J. McCarthy,Everton,Premier League,67,85,10,23,2,72,72,79,83,77,73,3,0,0,Medium,2015
277,D. Blind,Manchester United,Premier League,62,74,10,24,3,70,72,79,83,70,73,3,0,0,Medium,2015
278,Víctor Ruíz,Villarreal CF,La Liga,57,80,8,25,1,60,65,79,83,66,61,2,0,0,Medium,2015
279,G. Krychowiak,Sevilla FC,La Liga,61,78,10,24,1,70,58,79,83,81,62,2,0,0,Medium,2015
280,A. Abdennour,AS Monaco,Ligue 1,55,76,9,24,2,62,68,79,83,73,54,2,0,0,High,2015
281,Ibai Gómez,Athletic Club de Bilbao,La Liga,73,59,9,24,1,66,80,79,83,77,83,3,0,0,High,2015
282,Deulofeu,Sevilla FC,La Liga,63,24,11,20,1,55,87,79,83,67,78,4,0,0,High,2015
283,Carvajal,Real Madrid,La Liga,56,80,13,22,2,65,82,79,83,73,70,2,0,0,High,2015
284,J. Evans,Manchester United,Premier League,56,80,12,26,2,54,68,79,82,58,44,2,0,0,Low,2015
285,Fábio Coentrão,Real Madrid,La Liga,70,76,12,26,3,70,78,79,82,73,73,3,0,0,Medium,2015
286,Sergio Asenjo,Villarreal CF,La Liga,28,25,84,25,1,23,73,79,82,53,29,1,0,0,Medium,2015
287,Azpilicueta,Chelsea,Premier League,65,82,8,24,2,71,77,79,82,71,68,3,0,0,Medium,2015
288,O. Toprak,Bayer 04 Leverkusen,Bundesliga,56,81,10,24,2,57,71,79,82,64,53,2,0,0,Medium,2015
289,S. Ulreich,VfB Stuttgart,Bundesliga,26,25,77,25,2,24,49,79,82,41,26,1,0,0,Medium,2015
290,P. Aubameyang,Borussia Dortmund,Bundesliga,76,33,9,25,2,61,83,79,82,73,74,3,0,0,Medium,2015
291,K. Navas,Real Madrid,La Liga,25,25,75,27,3,27,63,79,82,51,27,1,0,0,Medium,2015
292,M. Rojo,Manchester United,Premier League,63,80,9,24,3,66,73,79,82,78,63,2,0,0,Medium,2015
293,R. Nainggolan,Roma,Serie A,68,77,10,26,2,74,80,79,81,79,74,3,0,0,High,2015
294,K. Glik,Torino,Serie A,41,81,8,26,1,50,51,79,81,58,38,2,0,0,Low,2015
295,Sandro,Queens Park Rangers,Premier League,67,81,11,25,2,71,65,79,81,76,65,3,0,0,Medium,2015
296,M. Fellaini,Manchester United,Premier League,72,69,9,26,3,74,58,79,80,77,63,3,0,0,Medium,2015
297,M. Cáceres,Juventus,Serie A,56,83,2,27,2,64,80,79,80,74,58,2,0,0,Medium,2015
298,Iborra,Sevilla FC,La Liga,69,77,9,26,1,75,56,79,80,77,73,2,0,0,Medium,2015
299,M. De Sanctis,Roma,Serie A,24,25,75,37,2,26,49,79,79,45,24,1,0,0,Medium,2015
300,F. Lampard,Manchester City,Premier League,81,60,11,36,3,75,51,79,79,72,80,3,0,0,Medium,2015
301,R. Ferdinand,Queens Park Rangers,Premier League,58,81,8,35,3,59,55,79,79,47,55,2,0,0,Medium,2015
302,M. Carrick,Manchester United,Premier League,72,72,12,32,3,71,63,79,79,72,74,2,0,0,Low,2015
303,C. Pizarro,FC Bayern München,Bundesliga,74,24,9,35,3,68,64,79,79,70,72,3,0,0,Medium,2015
304,F. Coloccini,Newcastle United,Premier League,63,77,11,32,3,59,68,79,79,71,60,2,0,0,Medium,2015
305,S. Pienaar,Everton,Premier League,71,44,10,32,2,71,79,79,79,68,78,4,0,0,High,2015
306,P. Jagielka,Everton,Premier League,55,80,33,31,2,61,64,79,79,73,52,2,0,0,Medium,2015
307,A. Aquilani,Fiorentina,Serie A,72,64,9,29,2,73,63,79,79,73,78,2,0,0,High,2015
308,M. Dawson,Hull City,Premier League,41,80,8,30,2,56,46,79,79,62,40,2,0,0,Medium,2015
309,M. Demichelis,Manchester City,Premier League,54,77,7,33,3,58,43,79,79,48,45,2,0,0,Low,2015
310,Maicon,Roma,Serie A,74,76,7,32,3,74,75,79,79,77,75,2,0,0,High,2015
311,M. Vorm,Tottenham Hotspur,Premier League,27,25,78,30,2,27,64,79,79,46,28,1,0,0,Medium,2015
312,J. Lescott,West Bromwich Albion,Premier League,60,81,8,31,2,57,57,79,79,67,53,2,0,0,Medium,2015
313,W. Caballero,Manchester City,Premier League,24,25,77,32,2,28,58,79,79,47,33,1,0,0,Medium,2015
314,F. Marchetti,Lazio,Serie A,26,25,75,31,2,26,61,79,79,47,27,1,0,0,Medium,2015
315,G. Rodríguez,Fiorentina,Serie A,55,80,8,30,2,66,66,79,79,68,62,2,0,0,Medium,2015
316,Xabi Prieto,Real Sociedad,La Liga,70,24,8,30,2,70,64,79,79,67,77,3,0,0,Medium,2015
317,Arbeloa,Real Madrid,La Liga,68,80,9,31,3,67,68,79,79,71,58,2,0,0,Medium,2015
318,Juanfran,Atlético Madrid,La Liga,61,76,11,29,3,73,77,79,79,70,72,3,0,0,High,2015
319,I. Olić,VfL Wolfsburg,Bundesliga,73,26,6,34,3,73,77,79,79,78,66,3,0,0,High,2015
320,A. Lennon,Tottenham Hotspur,Premier League,63,24,10,27,2,60,89,79,79,63,66,3,0,0,High,2015
321,T. Vermaelen,FC Barcelona,La Liga,66,79,9,28,2,65,69,79,79,78,64,2,0,0,High,2015
322,G. Inler,Napoli,Serie A,69,74,7,30,3,74,67,79,79,80,71,2,0,0,Medium,2015
323,V. Behrami,Hamburger SV,Bundesliga,68,79,10,29,2,77,74,79,79,76,74,2,0,0,Medium,2015
324,V. Ibišević,VfB Stuttgart,Bundesliga,77,24,13,29,2,59,68,79,79,69,64,3,0,0,Medium,2015
325,Y. Kaboul,Tottenham Hotspur,Premier League,52,78,8,28,2,62,64,79,79,72,48,2,0,0,High,2015
326,A. Williams,Swansea City,Premier League,51,78,9,29,2,56,67,79,79,69,50,2,0,0,Medium,2015
327,R. Vlaar,Aston Villa,Premier League,56,81,9,29,3,66,53,79,79,73,61,2,0,0,Medium,2015
328,F. Guarín,Inter,Serie A,72,69,11,28,2,75,76,79,79,85,77,4,0,0,High,2015
329,C. Rodríguez,Atlético Madrid,La Liga,72,47,11,28,2,70,76,79,79,79,75,3,0,0,High,2015
330,Raúl García,Atlético Madrid,La Liga,75,64,14,27,2,78,73,79,79,79,77,2,0,0,Medium,2015
331,Mikel Gonzalez,Real Sociedad,La Liga,56,80,10,28,2,63,63,79,79,65,48,2,0,0,High,2015
332,Lucas Leiva,Liverpool,Premier League,53,78,7,27,3,69,65,79,79,67,65,2,0,0,Low,2015
333,A. Ramos,Borussia Dortmund,Bundesliga,78,28,10,28,2,65,80,79,79,75,66,3,0,0,High,2015
334,O. Giroud,Arsenal,Premier League,75,27,9,27,3,71,64,79,79,80,66,2,0,0,Medium,2015
335,Bruno,Villarreal CF,La Liga,61,72,9,30,2,76,64,79,79,77,73,3,0,0,Medium,2015
336,K. Honda,Milan,Serie A,73,62,1,28,3,70,70,79,79,76,83,3,0,0,Medium,2015
337,João Pereira,Valencia CF,La Liga,64,79,9,30,3,72,82,79,79,72,69,3,0,0,High,2015
338,L. Marković,Liverpool,Premier League,68,32,8,20,1,61,86,78,87,58,73,4,0,0,High,2015
339,A. Oxlade-Chamberlain,Arsenal,Premier League,61,42,8,20,2,63,84,78,86,72,70,4,0,0,High,2015
340,R. Barkley,Everton,Premier League,68,55,9,20,2,65,72,78,86,74,71,3,0,0,Medium,2015
341,Marquinhos,Paris Saint-Germain,Ligue 1,51,79,9,20,2,52,73,78,86,64,53,2,0,0,Medium,2015
342,E. Lamela,Tottenham Hotspur,Premier League,77,23,10,22,2,62,77,78,84,70,78,4,0,0,High,2015
343,K. Papadopoulos,Bayer 04 Leverkusen,Bundesliga,51,78,9,22,2,58,64,78,84,76,47,2,0,0,Low,2015
344,L. Traoré,AS Monaco,Ligue 1,64,28,10,24,2,65,53,78,84,74,50,3,0,0,High,2015
345,Juan Jesus,Inter,Serie A,46,79,8,23,1,55,70,78,84,69,51,2,0,0,Medium,2015
346,Alberto Moreno,Liverpool,Premier League,68,78,10,21,1,65,85,78,84,82,65,2,0,0,High,2015
347,H. Moreno,RCD Espanyol,La Liga,57,80,11,26,2,62,65,78,83,68,51,2,0,0,Medium,2015
348,E. Capoue,Tottenham Hotspur,Premier League,66,78,11,25,2,67,54,78,83,76,62,2,0,0,Medium,2015
349,J. Henderson,Liverpool,Premier League,70,71,8,24,2,70,74,78,83,77,73,3,0,0,High,2015
350,P. Piatti,Valencia CF,La Liga,79,25,9,25,2,60,82,78,83,68,69,4,0,0,High,2015
351,Mikel San José,Athletic Club de Bilbao,La Liga,69,80,9,25,1,57,61,78,83,63,56,2,0,0,Medium,2015
352,A. Poli,Milan,Serie A,67,68,3,24,2,74,76,78,83,72,75,3,0,0,Medium,2015
353,D. Welbeck,Arsenal,Premier League,76,30,9,23,2,61,81,78,83,79,68,3,0,0,High,2015
354,J. Ménez,Milan,Serie A,65,29,0,27,3,63,81,78,82,64,71,4,0,0,Medium,2015
355,A. Consigli,Sassuolo,Serie A,25,25,77,27,2,23,49,78,82,43,25,1,0,0,Medium,2015
356,A. Ayew,Olympique de Marseille,Ligue 1,73,61,9,24,3,71,79,78,82,79,71,3,0,0,High,2015
357,I. Perišić,VfL Wolfsburg,Bundesliga,80,34,7,25,2,69,76,78,82,80,76,4,0,0,Medium,2015
358,T. Alderweireld,Southampton,Premier League,58,78,12,25,2,58,62,78,82,77,64,2,0,0,Medium,2015
359,K. Gibbs,Arsenal,Premier League,63,80,8,24,2,69,76,78,82,70,65,3,0,0,High,2015
360,De Marcos,Athletic Club de Bilbao,La Liga,74,74,9,25,1,80,87,78,82,78,73,3,0,0,High,2015
361,S. de Vrij,Lazio,Serie A,54,80,9,22,3,60,67,78,82,69,55,2,0,0,Medium,2015
362,P. Lasogga,Hamburger SV,Bundesliga,70,32,8,22,2,66,63,78,82,79,60,2,0,0,High,2015
363,Rafinha,FC Barcelona,La Liga,71,62,9,21,1,67,74,78,82,75,73,4,0,0,Medium,2015
364,S. Savić,Fiorentina,Serie A,50,79,11,23,2,55,64,78,82,59,49,2,0,0,Medium,2015
365,D. Astori,Roma,Serie A,46,79,2,27,2,52,64,78,81,66,41,2,0,0,Low,2015
366,D. Payet,Olympique de Marseille,Ligue 1,74,42,12,27,3,66,77,78,81,67,79,4,0,0,High,2015
367,M. Kruse,Borussia Mönchengladbach,Bundesliga,73,40,9,26,2,71,75,78,81,77,75,3,0,0,High,2015
368,Y. M'Vila,Inter,Serie A,63,77,11,24,2,69,74,78,81,74,65,2,0,0,Medium,2015
369,Camacho,Málaga CF,La Liga,59,73,11,24,1,72,68,78,81,70,64,2,0,0,Medium,2015
370,R. Hamouma,AS Saint-Étienne,Ligue 1,71,42,10,27,2,61,80,78,81,67,74,3,0,0,Medium,2015
371,O. Baumann,TSG 1899 Hoffenheim,Bundesliga,25,25,76,24,2,24,52,78,81,45,25,1,0,0,Medium,2015
372,J. Mikel,Chelsea,Premier League,64,74,12,27,3,64,55,78,80,76,68,2,0,0,Medium,2015
373,Coke,Sevilla FC,La Liga,70,80,9,27,1,70,75,78,80,71,65,2,0,0,High,2015
374,L. Stindl,Hannover 96,Bundesliga,77,82,9,25,2,78,79,78,80,82,77,3,0,0,Medium,2015
375,M. Diouf,Stoke City,Premier League,73,25,11,26,2,63,77,78,80,74,41,3,0,0,Medium,2015
376,M. Schmelzer,Borussia Dortmund,Bundesliga,63,80,10,26,2,65,72,78,80,72,70,2,0,0,Medium,2015
377,S. Reinartz,Bayer 04 Leverkusen,Bundesliga,63,80,11,25,2,63,51,78,80,73,52,2,0,0,Medium,2015
378,Arribas,Sevilla FC,La Liga,54,82,10,25,1,50,64,78,80,60,49,2,0,0,Medium,2015
379,B. Costil,Stade Rennais FC,Ligue 1,26,25,78,26,2,22,47,78,79,37,26,1,0,0,Medium,2015
380,R. Shawcross,Stoke City,Premier League,52,80,10,26,2,59,63,78,79,62,44,2,0,0,Medium,2015
381,M. Stranzl,Borussia Mönchengladbach,Bundesliga,48,82,8,34,2,59,55,78,78,64,45,2,0,0,Medium,2015
382,S. Kehl,Borussia Dortmund,Bundesliga,63,78,10,34,2,71,55,78,78,70,63,2,0,0,Medium,2015
383,B. Friedel,Tottenham Hotspur,Premier League,24,25,78,43,2,31,45,78,78,42,23,1,0,0,Medium,2015
384,Joaquín,Fiorentina,Serie A,68,26,8,32,2,61,73,78,78,65,79,3,0,0,Medium,2015
385,Moyá,Atlético Madrid,La Liga,26,25,80,30,1,24,50,78,78,39,26,1,0,0,Medium,2015
386,Iraizoz,Athletic Club de Bilbao,La Liga,25,25,80,33,2,26,55,78,78,45,24,1,0,0,Medium,2015
387,Rubén Castro,Real Betis,La Liga,67,25,10,33,1,61,85,78,78,74,64,3,0,0,Medium,2015
388,K. Touré,Liverpool,Premier League,55,77,10,33,2,62,57,78,78,74,61,2,0,0,Medium,2015
389,A. Di Natale,Udinese,Serie A,76,27,8,36,2,63,78,78,78,65,82,3,0,0,Medium,2015
390,S. Rolfes,Bayer 04 Leverkusen,Bundesliga,71,77,10,32,2,68,62,78,78,71,70,2,0,0,Medium,2015
391,E. Cambiasso,Leicester City,Premier League,73,74,9,33,2,77,67,78,78,74,69,2,0,0,Medium,2015
392,J. Milner,Manchester City,Premier League,75,67,7,28,2,72,71,78,78,76,76,3,0,0,High,2015
393,A. Mirante,Parma,Serie A,26,25,75,30,2,27,50,78,78,41,26,1,0,0,Medium,2015
394,E. Spahić,Bayer 04 Leverkusen,Bundesliga,54,79,8,33,2,59,55,78,78,53,46,2,0,0,Medium,2015
395,I. Uche,Villarreal CF,La Liga,75,27,10,30,2,57,82,78,78,83,61,4,0,0,Medium,2015
396,Mikel Rico,Athletic Club de Bilbao,La Liga,73,74,9,29,1,73,74,78,78,82,69,3,0,0,Medium,2015
397,Javi Fuego,Valencia CF,La Liga,58,75,10,30,1,75,70,78,78,73,70,3,0,0,Medium,2015
398,A. Young,Manchester United,Premier League,67,34,13,28,3,60,81,78,78,64,77,4,0,0,High,2015
399,A. Gignac,Olympique de Marseille,Ligue 1,74,26,12,28,3,68,69,78,78,75,71,3,0,0,Medium,2015
400,A. McGeady,Everton,Premier League,69,33,9,28,3,67,81,78,78,64,76,5,0,0,High,2015
401,A. Hunt,VfL Wolfsburg,Bundesliga,74,36,12,27,2,70,76,78,78,71,76,3,0,0,Medium,2015
402,S. Kalou,Hertha BSC,Bundesliga,76,23,7,28,2,63,75,78,78,73,71,4,0,0,Medium,2015
403,C. Gentner,VfB Stuttgart,Bundesliga,72,72,10,28,2,72,60,78,78,78,69,2,0,0,High,2015
404,B. Gomis,Swansea City,Premier League,74,34,10,28,3,63,59,78,78,77,61,2,0,0,Medium,2015
405,Jesús Gámez,Atlético Madrid,La Liga,58,77,10,29,2,63,67,78,78,77,62,2,0,0,Medium,2015
406,H. Ben Arfa,Hull City,Premier League,73,30,9,27,2,62,77,78,78,76,78,5,0,0,Medium,2015
407,B. Foster,West Bromwich Albion,Premier League,27,25,77,31,2,27,52,78,78,43,26,1,0,0,Medium,2015
408,B. Guzan,Aston Villa,Premier League,25,25,76,29,2,31,53,78,78,45,28,1,0,0,Medium,2015
409,Michu,Napoli,Serie A,70,23,8,28,2,62,68,78,78,74,66,3,0,0,High,2015
410,N. Pareja,Sevilla FC,La Liga,63,79,13,30,2,68,67,78,78,75,69,2,0,0,Medium,2015
411,G. Paletta,Parma,Serie A,43,78,9,28,2,53,58,78,78,65,44,2,0,0,Low,2015
412,C. Tioté,Newcastle United,Premier League,63,79,7,28,2,68,74,78,78,78,58,3,0,0,Medium,2015
413,Varela,West Bromwich Albion,Premier League,71,35,10,29,2,62,76,78,78,71,72,4,0,0,Medium,2015
414,G. Castro,Real Sociedad,La Liga,67,33,11,29,2,60,79,78,78,67,73,3,0,0,High,2015
415,M. Fernández,Fiorentina,Serie A,68,33,7,28,2,66,77,78,78,67,80,5,0,0,Medium,2015
416,O. Toivonen,Stade Rennais FC,Ligue 1,75,36,8,27,2,65,66,78,78,74,74,2,0,0,Medium,2015
417,M. Iturra,Granada CF,La Liga,57,78,10,30,2,66,73,78,78,72,67,2,0,0,Medium,2015
418,B. Ruíz,Fulham,Premier League,77,49,7,28,2,61,74,78,78,66,77,4,0,0,Medium,2015
419,Vieirinha,VfL Wolfsburg,Bundesliga,70,35,11,28,2,65,82,78,78,70,74,4,0,0,High,2015
420,A. Rami,Milan,Serie A,51,79,2,28,2,60,59,78,78,75,49,2,0,0,Medium,2015
421,A. Kolarov,Manchester City,Premier League,70,78,11,28,2,77,70,78,78,81,80,2,0,0,High,2015
422,S. Lulić,Lazio,Serie A,70,70,7,28,2,68,78,78,78,79,71,3,0,0,Medium,2015
423,J. Iturbe,Roma,Serie A,58,25,7,21,1,55,88,77,88,64,68,4,0,0,High,2015
424,C. Grenier,Olympique Lyonnais,Ligue 1,73,61,9,23,1,66,69,77,85,71,80,3,0,0,High,2015
425,S. Mustafi,Valencia CF,La Liga,68,80,9,22,2,68,74,77,85,73,59,2,0,0,Low,2015
426,Morata,Juventus,Serie A,67,23,7,21,1,52,69,77,85,70,64,2,0,0,Medium,2015
427,M. Ginter,Borussia Dortmund,Bundesliga,58,81,8,20,2,64,65,77,85,71,59,2,0,0,Medium,2015
428,Sergio Canales,Real Sociedad,La Liga,67,24,12,23,2,63,68,77,84,55,79,4,0,0,High,2015
429,S. Aurier,Paris Saint-Germain,Ligue 1,68,76,10,21,2,69,81,77,84,77,63,3,0,0,High,2015
430,F. Thauvin,Olympique de Marseille,Ligue 1,70,28,9,21,1,57,79,77,84,67,71,4,0,0,High,2015
431,H. Çalhanoğlu,Bayer 04 Leverkusen,Bundesliga,69,34,9,20,1,65,76,77,84,71,82,4,0,0,Medium,2015
432,R. Pereyra,Juventus,Serie A,71,62,7,23,1,70,77,77,83,73,71,3,0,0,High,2015
433,M. Destro,Roma,Serie A,71,28,9,23,1,61,76,77,83,70,60,3,0,0,High,2015
434,Montoya,FC Barcelona,La Liga,61,74,9,23,1,65,82,77,83,77,71,2,0,0,High,2015
435,C. Kramer,Borussia Mönchengladbach,Bundesliga,61,80,7,23,2,71,67,77,83,70,66,3,0,0,High,2015
436,D. Ospina,Arsenal,Premier League,27,25,78,25,2,24,47,77,82,46,27,1,0,0,Medium,2015
437,M. Marin,Fiorentina,Serie A,68,22,11,26,2,51,80,77,82,58,79,4,0,0,Medium,2015
438,E. Insua,Rayo Vallecano,La Liga,71,75,9,25,2,74,75,77,82,80,69,3,0,0,High,2015
439,J. Allen,Liverpool,Premier League,58,65,8,24,2,66,78,77,82,65,66,3,0,0,Medium,2015
440,Rafael,Manchester United,Premier League,64,78,8,23,2,67,82,77,82,71,68,3,0,0,High,2015
441,G. Sertic,FC Girondins de Bordeaux,Ligue 1,68,75,8,24,1,78,71,77,82,76,75,3,0,0,High,2015
442,P. Djilobodji,FC Nantes,Ligue 1,43,79,9,25,1,55,66,77,82,74,50,2,0,0,Medium,2015
443,J. Drmić,Bayer 04 Leverkusen,Bundesliga,74,33,9,21,1,62,79,77,82,70,69,3,0,0,Medium,2015
444,Nolito,RC Celta,La Liga,69,33,10,27,1,72,78,77,82,68,80,4,0,0,High,2015
445,S. Rode,FC Bayern München,Bundesliga,64,75,8,23,2,70,76,77,82,73,67,3,0,0,High,2015
446,J. Oblak,Atlético Madrid,La Liga,25,25,76,21,1,28,58,77,82,49,25,1,0,0,Medium,2015
447,M. Nastasić,Manchester City,Premier League,49,80,12,21,2,53,69,77,82,59,42,2,0,0,Medium,2015
448,E. Vargas,Queens Park Rangers,Premier League,70,29,8,24,2,68,83,77,82,73,72,4,0,0,High,2015
449,A. Maxim,VfB Stuttgart,Bundesliga,68,41,9,23,1,61,77,77,82,61,79,5,0,0,High,2015
450,Bojan,Stoke City,Premier League,62,21,9,23,2,57,80,77,81,60,80,4,0,0,Medium,2015
451,Granero,Real Sociedad,La Liga,68,60,10,26,2,74,70,77,81,69,77,3,0,0,Medium,2015
452,R. Fährmann,FC Schalke 04,Bundesliga,25,25,76,25,2,27,45,77,81,48,25,1,0,0,Medium,2015
453,A. Ranocchia,Inter,Serie A,43,78,11,26,2,57,54,77,81,61,49,2,0,0,Medium,2015
454,A. Ogbonna,Juventus,Serie A,51,80,2,26,1,52,65,77,81,74,47,2,0,0,Medium,2015
455,L. Holtby,Hamburger SV,Bundesliga,70,55,9,23,2,69,77,77,81,75,76,4,0,0,High,2015
456,K. Walker,Tottenham Hotspur,Premier League,65,78,10,24,2,69,77,77,81,80,71,2,0,0,High,2015
457,S. Jung,VfL Wolfsburg,Bundesliga,63,77,8,24,2,64,75,77,81,69,68,2,0,0,High,2015
458,J. Matip,FC Schalke 04,Bundesliga,62,78,9,22,2,61,67,77,81,66,58,2,0,0,Medium,2015
459,W. Ben Yedder,Toulouse Football Club,Ligue 1,77,25,7,23,1,61,80,77,81,72,76,4,0,0,High,2015
460,V. Darida,SC Freiburg,Bundesliga,64,68,13,23,2,70,78,77,81,71,75,3,0,0,High,2015
461,G. Ramirez,Hull City,Premier League,70,40,9,23,2,62,73,77,81,68,76,4,0,0,Medium,2015
462,P. Schwegler,TSG 1899 Hoffenheim,Bundesliga,67,73,10,27,2,71,71,77,80,73,73,3,0,0,Medium,2015
463,Agirretxe,Real Sociedad,La Liga,73,39,10,27,1,60,59,77,80,71,66,3,0,0,Low,2015
464,S. Radu,Lazio,Serie A,55,80,8,27,2,61,73,77,80,78,54,2,0,0,Medium,2015
465,C. Ansaldi,Atlético Madrid,La Liga,65,77,10,27,2,67,77,77,80,70,63,3,0,0,High,2015
466,A. Carroll,West Ham United,Premier League,73,42,10,25,2,68,65,77,80,82,57,2,0,0,Medium,2015
467,N. Müller,Hamburger SV,Bundesliga,68,43,8,26,1,72,86,77,80,69,69,3,0,0,High,2015
468,G. van der Wiel,Paris Saint-Germain,Ligue 1,68,74,8,26,3,66,77,77,80,76,59,3,0,0,High,2015
469,G. Sigurðsson,Swansea City,Premier League,72,54,10,24,2,65,68,77,80,75,77,3,0,0,Medium,2015
470,C. Zambrano,Eintracht Frankfurt,Bundesliga,54,78,12,24,2,59,69,77,80,72,54,2,0,0,Medium,2015
471,Balenziaga,Athletic Club de Bilbao,La Liga,64,76,8,26,1,64,75,77,80,71,67,2,0,0,High,2015
472,Vitolo,Sevilla FC,La Liga,71,21,12,24,1,66,72,77,80,71,76,3,0,0,Medium,2015
473,N. Chadli,Tottenham Hotspur,Premier League,72,42,10,24,2,65,70,77,80,77,76,3,0,0,Medium,2015
474,L. Bangoura,Rayo Vallecano,La Liga,63,23,6,22,1,59,87,77,80,72,63,4,0,0,Medium,2015
475,M. Richards,Fiorentina,Serie A,64,78,11,26,2,69,74,77,79,71,51,2,0,0,High,2015
476,A. Modeste,TSG 1899 Hoffenheim,Bundesliga,74,26,8,26,2,63,70,77,79,74,62,3,0,0,High,2015
477,N. Amrabat,Málaga CF,La Liga,66,32,9,27,1,60,82,77,79,71,75,4,0,0,High,2015
478,M. Arnautović,Stoke City,Premier League,74,35,11,25,2,71,70,77,79,74,76,4,0,0,Medium,2015
479,S. de Jong,Newcastle United,Premier League,75,54,11,25,2,71,69,77,79,80,73,2,0,0,High,2015
480,K. Großkreutz,Borussia Dortmund,Bundesliga,68,77,9,25,2,71,70,77,79,70,69,2,0,0,High,2015
481,J. Ruddy,Norwich City,Premier League,24,25,75,27,2,27,51,77,78,47,24,1,0,0,Medium,2015
482,C. Zapata,Milan,Serie A,48,80,1,27,2,56,64,77,78,64,43,2,0,0,Low,2015
483,José Cañas,RCD Espanyol,La Liga,48,75,10,27,1,68,68,77,78,63,56,2,0,0,Medium,2015
484,M. Stekelenburg,AS Monaco,Ligue 1,27,25,77,31,2,27,42,77,77,42,28,1,0,0,Medium,2015
485,Ricardo Carvalho,AS Monaco,Ligue 1,60,74,11,36,3,59,57,77,77,51,53,2,0,0,Medium,2015
486,S. Keita,Roma,Serie A,65,73,5,34,3,73,67,77,77,75,63,2,0,0,Medium,2015
487,S. Distin,Everton,Premier League,54,77,7,36,2,61,59,77,77,57,50,2,0,0,Medium,2015
488,P. Mexès,Milan,Serie A,60,78,1,32,2,63,60,77,77,68,54,2,0,0,Medium,2015
489,F. Malouda,FC Metz,Ligue 1,71,24,10,34,3,69,70,77,77,73,77,4,0,0,Medium,2015
